gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
B3GNT1	1963418	182	55	2775969	878619	0	0	0	0	50	39	57354458	1	1
B3GNT4	808864	187	12	2522989	819266	0	0	0	0	50	36	56467082	1	1
B4GALT7	1316033	475	42	2265144	671370	0	0	1	0	23	30	32474848	1	1
B9D2	1193025	249	33	1219169	357091	0	0	0	0	50	27	45135524	1	1
BAD	1613996	257	65	1343713	381416	0	0	0	0	50	33	58282700	1	1
BAG2	314024	348	23	1486744	393092	0	0	1	0	19	11	19137937	1	1
BAGE	NaN	NaN	NaN	329847	87570	0	0	0	0	30	25	42887894	1	1
BAGE2	NaN	NaN	NaN	826077	236439	0	0	0	0	50	88	108593611	1	1
BAGE3	NaN	NaN	NaN	826077	236439	0	0	0	0	50	88	108593611	1	1
BAGE4	NaN	NaN	NaN	329847	87570	0	0	0	0	30	25	42887894	1	1
BAGE5	30235	1262	-79	329847	87570	0	0	0	0	50	49	36292900	1	1
BAI1	296361	567	25	10854788	3363661	0	0	0	0	1	1	4527369	1	1
BAI2	1169755	173	36	10876194	3374364	0	0	0	0	4	4	14013146	1	1
BAI3	11277	1175	-22	10885924	2801267	0	0	0	0	0	0	2801267	1	1
BAK1	1252332	205	35	1474095	440769	0	0	1	0	16	13	13677461	1	1
BAT1	2515825	220	35	3069815	803698	0	0	0	0	50	26	59650738	1	1
BAT2	2517260	193	28	14378994	4868892	0	0	0	0	3	0	8178065	1	1
BAT2L1	651666	272	34	15375346	4508882	0	0	0	0	4	1	10342990	1	1
BAT2L2	406372	793	2	19168100	5579182	0	0	0	0	9	0	10585267	1	1
BAT3	2517236	193	20	7711998	2495745	0	0	0	0	13	1	9244473	1	1
BAT4	2517236	193	20	2385796	763805	0	0	0	0	50	52	75065977	1	1
BAT5	2517236	193	20	4350283	1242521	0	0	0	0	50	52	75065977	1	1
BATF	691659	175	49	884457	242277	0	0	0	0	50	25	38886918	1	1
BBC3	1350139	232	33	2171736	157626	0	0	0	0	50	40	54527893	1	1
BBS1	1642783	194	56	4126493	1267819	0	0	0	0	50	39	66440332	1	1
BCAP31	1716845	NaN	44	2206764	624666	0	0	1	0	50	31	52213126	1	1
BCKDHA	1104034	376	38	3133060	871808	0	0	0	0	50	37	48075930	1	1
BCKDK	1296884	351	35	2873269	865970	0	0	3	0	5	4	5109223	1	1
BCL2L1	864206	213	21	1599612	461202	0	0	0	0	50	24	46720541	1	1
BCL2L10	540700	195	21	1351497	461202	0	0	0	0	50	28	51658516	1	1
BCL2L12	1733181	195	36	2240819	762832	0	0	0	0	50	29	62078373	1	1
BCL2L14	331421	489	26	2502556	670397	0	0	0	0	50	35	62220431	1	1
BCL2L15	335231	545	13	1160789	310387	0	0	0	0	50	30	54058907	1	1
BCL3	812266	188	-22	3019219	1064462	0	0	3	0	31	40	34577501	1	1
BCL7B	955146	171	48	1428364	407687	0	0	0	0	50	30	61764094	1	1
BCMO1	302391	288	1	3893946	1021650	0	0	0	0	49	43	73454689	1	1
BCORL2	NaN	NaN	NaN	1258089	321090	0	0	0	0	50	88	108678262	1	1
BDH2	350185	454	27	1792266	467040	0	0	0	0	50	30	64404816	1	1
BEAN	NaN	NaN	NaN	1762103	561421	0	0	0	0	50	88	108918593	1	1
BET1L	1463610	437	24	1100463	321090	0	0	0	0	50	41	49836087	1	1
BET3L	NaN	NaN	NaN	1297982	348334	0	0	0	0	50	88	108705506	1	1
BEX1	456169	NaN	16	900025	215033	0	0	0	0	50	23	51358832	1	1
BEX2	455954	NaN	17	1160789	272440	0	0	0	0	50	25	62666065	1	1
BEX4	466184	NaN	-5	857213	214060	0	0	0	0	50	32	57182237	1	1
BEX5	119562	NaN	22	791049	201411	0	0	0	0	50	24	49881818	1	1
BGLAP	2266205	211	33	725858	199465	0	0	0	0	50	49	60528384	1	1
BHLHA15	464632	375	26	1246413	429093	0	0	0	0	50	33	51880360	1	1
BHLHB9	162942	NaN	27	3747996	1050840	0	0	0	0	36	23	48023388	1	1
BHLHE22	9265	1050	-1	2460717	884457	0	0	0	0	15	22	21132587	1	1
BHLHE23	821863	447	61	1454635	530285	0	0	0	0	50	37	53354455	1	1
BHMT2	236664	526	38	2585261	689857	0	0	1	0	50	34	50423779	1	1
BID	395559	280	-18	1688155	489419	0	0	0	0	50	49	63496034	1	1
BIK	624112	241	48	1121869	334712	0	0	0	0	50	40	61598684	1	1
BIRC3	462955	280	5	4279254	1112139	0	0	2	0	50	40	63616686	1	1
BIRC8	427680	921	-46	1648262	432985	0	0	0	0	50	48	47363694	1	1
BIVM	195534	475	24	3630263	937972	0	0	0	0	28	7	26211647	1	1
BLID	143859	453	4	724885	229628	0	0	0	0	50	35	45211418	1	1
BLOC1S1	1814311	384	26	910728	239358	0	0	0	0	50	27	43582616	1	1
BLOC1S2	1071291	198	56	1048894	255899	0	0	0	0	50	46	67106837	1	1
BLOC1S3	1230654	243	41	1282414	506933	0	0	0	0	50	41	67261544	1	1
BMF	884609	226	39	1345659	309414	0	0	0	0	50	35	57835120	1	1
BMP10	404215	470	27	2931649	801752	0	0	1	0	7	6	9910978	1	1
BMP8A	1026100	352	33	2733157	865970	0	0	1	0	50	41	55133099	1	1
BNIP2	521844	172	33	3090248	838726	0	0	0	0	9	5	11817085	1	1
BNIP3	123624	470	-21	1404039	361956	0	0	0	0	50	44	62098806	1	1
BNIP3L	194595	376	26	1583071	401849	0	0	0	0	50	34	60944828	1	1
BOD1L	133545	511	27	21295078	5723186	0	0	0	0	2	1	8662619	1	1
BOLA2	NaN	NaN	NaN	2093896	644126	0	0	0	0	50	88	109001298	1	1
BOLA2B	1906000	253	52	2093896	644126	0	0	0	0	50	39	51709112	1	1
BOLA3	1023516	250	38	988568	205303	0	0	0	0	50	34	54361510	1	1
BPGM	388879	392	23	1813672	486500	0	0	0	0	50	36	55558300	1	1
BPIL1	488576	461	43	3155439	1039164	0	0	0	0	50	43	71137976	1	1
BPIL2	371339	401	3	3611776	1000244	0	0	0	0	14	12	16272452	1	1
BPIL3	515931	491	46	3211873	924350	0	0	0	0	50	36	60315297	1	1
BPY2	NaN	NaN	NaN	2303091	648018	0	0	0	0	50	88	109005190	1	1
BPY2B	NaN	NaN	NaN	2303091	648018	0	0	0	0	50	88	109005190	1	1
BPY2C	NaN	NaN	NaN	2303091	648018	0	0	0	0	50	88	109005190	1	1
BRE	536663	376	27	3256631	862078	0	0	0	0	45	26	43183686	1	1
BRI3	566928	294	41	981757	302603	0	0	0	0	50	35	50290478	1	1
BRMS1L	188271	400	10	2405256	537096	0	0	0	0	50	42	60284161	1	1
BRP44	535270	290	14	930188	249088	0	0	0	0	50	31	58172751	1	1
BRP44L	199596	556	18	780346	215033	0	0	0	0	50	20	45795218	1	1
BSG	1647685	255	-8	2776942	801752	0	0	2	0	17	10	16729762	1	1
BSND	454766	217	13	2234981	611044	0	0	0	0	50	38	64439844	1	1
BSPH1	NaN	NaN	NaN	1013866	215033	0	0	0	0	50	88	108572205	1	1
BST2	899127	211	26	1262954	368767	0	0	2	0	7	7	4628561	1	1
BTBD12	745599	224	39	12436886	3783997	0	0	0	0	12	6	17585029	1	1
BTBD18	NaN	NaN	NaN	4781322	1485771	0	0	0	0	50	88	109842943	1	1
BTBD19	NaN	NaN	NaN	1978109	660667	0	0	0	0	50	88	109017839	1	1
BTC	110870	606	3	1274630	348334	0	0	0	0	50	43	60308486	1	1
BTF3	439732	289	38	1447824	423255	0	0	0	0	50	34	49160825	1	1
BTF3L4	658095	315	18	1158843	291900	0	0	0	0	50	38	61825393	1	1
BTG2	574553	420	26	1092679	317198	0	0	0	0	50	38	58343999	1	1
BTN1A1	426020	498	34	3619560	1071273	0	0	0	0	15	6	11580646	1	1
BUD31	1327454	288	60	1066408	250061	0	0	0	0	50	28	47072767	1	1
BZRAP1	810333	399	19	12638297	3994165	0	0	0	0	7	3	11510590	1	1
BZW1	620967	155	38	2607640	620774	0	0	0	0	50	30	54996879	1	1
BZW2	326035	468	-15	3039652	766724	0	0	2	0	50	45	54623247	1	1
C10orf10	NaN	NaN	NaN	1407931	468986	0	0	0	0	50	88	108826158	1	1
C10orf105	NaN	NaN	NaN	888349	296765	0	0	0	0	50	88	108653937	1	1
C10orf107	79162	310	-21	1540259	360010	0	0	0	0	50	41	51459051	1	1
C10orf11	29386	1001	3	1423499	383362	0	0	0	0	50	62	58533734	1	1
C10orf111	254900	620	21	1059597	318171	0	0	0	0	50	25	46172742	1	1
C10orf113	NaN	NaN	NaN	1193871	297738	0	0	0	0	50	88	108654910	1	1
C10orf114	133573	250	-10	893214	318171	0	0	0	0	50	44	70689423	1	1
C10orf116	401785	164	45	552664	144977	0	0	0	0	50	29	46695243	1	1
C10orf118	275620	477	24	6501586	1546097	0	0	0	0	50	31	60354217	1	1
C10orf119	516746	281	42	4608128	1197763	0	0	0	0	50	42	57469272	1	1
C10orf12	1008851	512	25	8545859	2382877	0	0	0	0	8	6	10664080	1	1
C10orf122	NaN	NaN	NaN	1317442	355145	0	0	0	0	50	88	108712317	1	1
C10orf125	386585	472	13	1117977	335685	0	0	0	0	50	29	53877929	1	1
C10orf128	NaN	NaN	NaN	786184	212114	0	0	0	0	50	88	108569286	1	1
C10orf129	321487	512	1	3404527	924350	0	0	0	0	50	32	69083000	1	1
C10orf131	NaN	NaN	NaN	1320361	299684	0	0	0	0	50	88	108656856	1	1
C10orf137	216532	351	-6	8612996	2207737	0	0	0	0	2	1	5098520	1	1
C10orf140	128481	409	22	6086115	1873998	0	0	0	0	17	3	21923636	1	1
C10orf18	679964	303	35	16779385	4719050	0	0	0	0	5	3	10606673	1	1
C10orf2	1020226	247	40	4649967	1444905	0	0	0	0	16	9	15833629	1	1
C10orf25	75634	905	25	847483	241304	0	0	0	0	50	29	60382434	1	1
C10orf26	883280	188	44	2563855	749210	0	0	0	0	50	16	52195612	1	1
C10orf27	521475	579	30	2469474	706398	0	0	0	0	50	57	55300455	1	1
C10orf28	247144	581	10	5443935	1447824	0	0	0	0	17	9	19373403	1	1
C10orf32	711862	192	45	791049	210168	0	0	0	0	50	36	61336947	1	1
C10orf35	824126	519	31	818293	273413	0	0	0	0	50	40	58608655	1	1
C10orf46	597231	564	19	2644614	688884	0	0	0	0	17	10	16839711	1	1
C10orf47	370730	134	19	2860620	992460	0	0	0	0	50	20	62199998	1	1
C10orf54	NaN	NaN	NaN	2143519	658721	0	0	0	0	50	88	109015893	1	1
C10orf55	NaN	NaN	NaN	1335929	333739	0	0	0	0	50	88	108690911	1	1
C10orf57	432591	650	-2	886403	240331	0	0	0	0	50	51	57111208	1	1
C10orf58	340132	598	-7	1621018	451472	0	0	0	0	50	19	42500640	1	1
C10orf68	493605	708	-15	4649967	1091706	0	0	0	0	50	33	44323069	1	1
C10orf72	NaN	NaN	NaN	2508394	743372	0	0	0	0	50	88	109100544	1	1
C10orf76	932053	319	42	5066411	1267819	0	0	0	0	50	33	58622277	1	1
C10orf78	401935	324	2	1783509	423255	0	0	0	0	50	35	70099785	1	1
C10orf79	379380	324	16	12072984	2948190	0	0	0	0	2	1	4207252	1	1
C10orf81	261759	545	-4	2665047	653856	0	0	0	0	50	34	52155719	1	1
C10orf84	179655	787	4	1740697	390173	0	0	0	0	50	39	55533975	1	1
C10orf91	152612	271	-1	993433	314279	0	0	0	0	50	30	56549787	1	1
C10orf93	330124	590	-13	2905378	749210	0	0	0	0	50	21	42715673	1	1
C10orf95	871726	178	41	1652154	624666	0	0	0	0	50	31	58998828	1	1
C10orf96	118426	896	-15	1982974	378497	0	0	0	0	50	53	66366384	1	1
C11orf10	1239228	212	59	580881	160545	0	0	0	0	50	47	70207788	1	1
C11orf17	548433	243	21	1475068	431039	0	0	0	0	50	31	56690872	1	1
C11orf2	3267059	207	46	5247389	1720264	0	0	0	0	1	0	2259306	1	1
C11orf20	1613996	257	65	1428364	384335	0	0	0	0	50	33	58282700	1	1
C11orf21	NaN	NaN	NaN	1221115	398930	0	0	0	0	50	88	108756102	1	1
C11orf30	268174	391	43	9075171	2743860	0	0	0	0	12	2	13065444	1	1
C11orf31	921177	497	8	850402	261737	0	0	0	0	50	47	47032874	1	1
C11orf34	NaN	NaN	NaN	1467284	389200	0	0	0	0	50	88	108746372	1	1
C11orf35	1970020	236	42	4319147	1405012	0	0	0	0	28	27	30019969	1	1
C11orf40	190769	879	-1	1522745	418390	0	0	0	0	50	38	54163018	1	1
C11orf41	826778	524	19	12546835	3928001	0	0	0	0	9	1	7894922	1	1
C11orf46	28896	1021	-17	1849673	470932	0	0	0	0	50	52	58189292	1	1
C11orf48	2425755	248	51	1899296	488446	0	0	0	0	50	46	54683573	1	1
C11orf49	1268399	373	31	2765266	772562	0	0	0	0	50	36	51954308	1	1
C11orf51	715293	267	62	932134	182924	0	0	0	0	50	19	49452725	1	1
C11orf52	437513	221	22	896133	230601	0	0	0	0	50	22	51001741	1	1
C11orf54	290677	527	0	1918756	492338	0	0	1	0	50	37	54240858	1	1
C11orf57	389805	179	31	2141573	491365	0	0	0	0	50	31	61709606	1	1
C11orf59	NaN	NaN	NaN	1142302	323036	0	0	0	0	50	88	108680208	1	1
C11orf61	168652	622	14	3449285	1040137	0	0	0	0	50	31	53977175	1	1
C11orf63	675003	416	7	5638535	1457554	0	0	0	0	2	2	3704211	1	1
C11orf66	1415260	274	58	3047436	834834	0	0	0	0	50	33	45300934	1	1
C11orf67	577731	361	35	869862	248115	0	0	0	0	50	37	66743908	1	1
C11orf70	420989	358	-16	1654100	418390	0	0	0	0	50	30	58283673	1	1
C11orf71	157610	477	-8	980784	332766	0	0	0	0	50	42	63718851	1	1
C11orf73	366108	283	24	1402093	378497	0	0	0	0	50	40	71785021	1	1
C11orf75	240034	598	-25	407687	129409	0	0	0	0	50	52	71354955	1	1
C11orf82	307255	371	0	6963761	1831186	0	0	0	0	35	18	40364905	1	1
C11orf83	2425755	248	51	641207	199465	0	0	0	0	50	46	54683573	1	1
C11orf84	1320765	201	47	2613478	790076	0	0	0	0	50	40	64117781	1	1
C11orf85	3151458	209	52	1613234	389200	0	0	0	0	50	39	64922452	1	1
C11orf86	NaN	NaN	NaN	785211	248115	0	0	0	0	50	88	108605287	1	1
C11orf9	1239228	212	59	8072981	2400391	0	0	0	0	1	0	2560936	1	1
C11orf90	NaN	NaN	NaN	1398201	396984	0	0	0	0	50	88	108754156	1	1
C11orf91	NaN	NaN	NaN	1262954	447580	0	0	0	0	50	88	108804752	1	1
C11orf92	209532	617	16	845537	249088	0	0	0	0	50	40	61471221	1	1
C11orf93	NaN	NaN	NaN	1074192	294819	0	0	0	0	50	88	108651991	1	1
C11orf94	427820	291	48	666505	235466	0	0	1	0	0	1	235466	1	1
C12orf11	409433	327	21	5094628	1283387	0	0	0	0	50	24	57942150	1	1
C12orf12	20238	574	-33	2800294	763805	0	0	0	0	50	59	57846796	1	1
C12orf23	156112	473	21	799806	248115	0	0	0	0	50	27	52823197	1	1
C12orf24	922262	206	43	1970325	499149	0	0	0	0	50	22	61032398	1	1
C12orf26	54295	1263	-20	4291903	1131599	0	0	0	0	48	52	54185397	1	1
C12orf29	152325	507	-27	2361471	563367	0	0	1	0	50	52	66228218	1	1
C12orf34	786670	423	45	2955974	1034299	0	0	0	0	50	32	63217756	1	1
C12orf35	230869	442	27	12133310	3208954	0	0	0	0	1	0	4108006	1	1
C12orf36	548501	509	5	967162	273413	0	0	0	0	50	32	59145751	1	1
C12orf39	518837	836	-23	856240	232547	0	0	0	0	50	29	45755325	1	1
C12orf41	1696008	421	21	3471664	950621	0	0	0	0	50	32	48183933	1	1
C12orf43	1225663	380	40	1853565	513744	0	0	0	0	50	32	48810545	1	1
C12orf44	468067	234	41	1500366	440769	0	0	0	0	50	33	44104144	1	1
C12orf45	514255	204	37	1333010	342496	0	0	1	0	50	34	51090284	1	1
C12orf48	229712	552	12	3554369	920458	0	0	0	0	48	31	59648792	1	1
C12orf5	295315	860	33	1920702	516663	0	0	0	0	0	0	516663	1	1
C12orf50	152672	507	-36	3059112	703479	0	0	0	0	14	10	14440293	1	1
C12orf51	704098	239	40	29404060	8639267	0	0	0	0	8	0	15846278	1	1
C12orf52	417427	252	35	1767941	619801	0	0	0	0	38	26	39532017	1	1
C12orf53	2816186	232	48	1866214	670397	0	0	0	0	50	38	69231869	1	1
C12orf57	2704950	211	47	886403	260764	0	0	0	0	50	39	72706452	1	1
C12orf59	397577	398	18	1126734	344442	0	0	0	0	50	39	58531788	1	1
C12orf61	299026	359	3	837753	324009	0	0	0	0	50	27	62467573	1	1
C12orf62	1040456	192	58	408660	110922	0	0	0	0	50	37	59273214	1	1
C12orf63	152762	629	-4	8551697	2248603	0	0	0	0	1	0	2855755	1	1
C12orf64	127493	587	-16	17129665	4076870	0	0	0	0	3	0	6842136	1	1
C12orf68	511392	352	32	1306739	400876	0	0	0	0	50	27	51190503	1	1
C12orf69	340728	578	-4	1549989	440769	0	0	0	0	50	26	43028979	1	1
C12orf70	NaN	NaN	NaN	2492826	618828	0	0	0	0	50	88	108976000	1	1
C12orf72	313930	228	11	1831186	495257	0	0	0	0	50	38	55810307	1	1
C12orf75	NaN	NaN	NaN	493311	125517	0	0	0	0	30	25	42925841	1	1
C12orf76	1009535	193	57	973973	252007	0	0	0	0	50	38	56044800	1	1
C12orf77	251399	819	7	1021650	291900	0	0	0	0	50	28	50560972	1	1
C13orf1	342767	321	50	1416688	355145	0	0	0	0	50	23	53398240	1	1
C13orf15	264598	508	43	995379	259791	0	0	0	0	50	25	51473646	1	1
C13orf16	335348	633	41	1111166	278278	0	0	0	0	50	30	47034820	1	1
C13orf18	383104	791	50	4687914	1258089	0	0	0	0	50	13	44015601	1	1
C13orf23	165959	998	5	6221362	2194115	0	0	0	0	1	0	3628317	1	1
C13orf26	362646	555	39	2105572	509852	0	0	0	0	10	7	12896142	1	1
C13orf27	195534	475	24	1640478	414498	0	0	0	0	50	17	46379991	1	1
C13orf28	191446	610	-22	1442959	349307	0	0	0	0	50	59	72361037	1	1
C13orf30	175913	538	37	981757	279251	0	0	0	0	50	33	48995415	1	1
C13orf31	139965	346	45	3035760	805644	0	0	0	0	50	16	51506728	1	1
C13orf33	369916	547	59	2119194	589638	0	0	0	0	50	22	39048436	1	1
C13orf34	257535	685	2	4020436	1011920	0	0	0	0	50	31	50180529	1	1
C13orf35	572556	389	44	827050	252980	0	0	0	0	50	36	58213617	1	1
C13orf36	194859	868	-12	710290	235466	0	0	0	0	50	62	74021948	1	1
C13orf37	257353	685	-9	577962	172221	0	0	0	0	50	49	63789880	1	1
C13orf38	NaN	NaN	NaN	2009245	489419	0	0	0	0	50	88	108846591	1	1
C13orf39	195502	521	34	1852592	508879	0	0	0	0	50	26	55175911	1	1
C14orf1	639204	372	46	992460	288981	0	0	0	0	50	38	60069128	1	1
C14orf101	137131	961	2	4992463	1382633	0	0	0	0	2	2	3656534	1	1
C14orf102	318736	622	14	8193633	2165898	0	0	0	0	19	14	23596223	1	1
C14orf104	587903	318	10	5604480	1763076	0	0	0	0	0	0	1763076	1	1
C14orf105	150716	939	15	2142546	516663	0	0	0	0	50	22	51310182	1	1
C14orf106	234595	448	8	8128442	1980055	0	0	0	0	8	5	11924115	1	1
C14orf109	325787	222	35	1173438	326928	0	0	0	0	50	35	48914656	1	1
C14orf115	604423	384	45	4635372	1529556	0	0	0	0	2	1	2844079	1	1
C14orf118	251674	586	36	3504746	958405	0	0	0	0	43	23	47043577	1	1
C14orf119	1261207	185	41	961324	282170	0	0	0	0	50	34	58961854	1	1
C14orf126	408399	362	20	1173438	335685	0	0	0	0	50	16	64165458	1	1
C14orf129	328104	560	12	984676	261737	0	0	0	0	50	36	58329404	1	1
C14orf135	296496	516	2	6533695	1794212	0	0	0	0	15	5	16097312	1	1
C14orf138	747266	166	51	1626856	451472	0	0	0	0	50	34	49300937	1	1
C14orf142	325787	222	35	711263	196546	0	0	0	0	50	35	48914656	1	1
C14orf143	297843	598	3	1210412	289954	0	0	0	0	50	39	63549549	1	1
C14orf145	127660	629	-21	7908544	1948919	0	0	0	0	0	0	1948919	1	1
C14orf147	517820	249	16	513744	134274	0	0	0	0	50	23	59200239	1	1
C14orf148	551151	418	50	2653371	753102	0	0	0	0	50	47	66761422	1	1
C14orf149	168237	606	12	2402337	758940	0	0	0	0	50	30	51267370	1	1
C14orf153	867608	225	39	1502312	360010	0	0	0	0	50	39	53539325	1	1
C14orf156	455772	384	47	812455	209195	0	0	0	0	50	39	58685522	1	1
C14orf159	240206	471	35	4317201	1269765	0	0	0	0	31	12	42307013	1	1
C14orf166	176784	471	22	1789347	437850	0	0	0	0	50	25	52375617	1	1
C14orf166B	357783	370	41	3521287	912674	0	0	0	0	50	26	60590656	1	1
C14orf169	NaN	NaN	NaN	4238388	1380687	0	0	0	0	50	88	109737859	1	1
C14orf174	551151	418	50	4696671	1237656	0	0	0	0	50	47	66761422	1	1
C14orf176	NaN	NaN	NaN	1508150	470932	0	0	0	0	50	88	108828104	1	1
C14orf177	157823	938	-42	887376	239358	0	0	0	0	50	34	46085172	1	1
C14orf179	227740	582	35	1763076	455364	0	0	0	0	50	38	56895202	1	1
C14orf181	543449	259	46	1051813	410606	0	0	0	0	50	33	50831466	1	1
C14orf182	689076	154	46	775481	205303	0	0	0	0	50	15	45561698	1	1
C14orf183	747266	166	51	2247630	642180	0	0	0	0	50	34	49300937	1	1
C14orf184	396915	483	32	947702	357091	0	0	0	0	50	24	43235255	1	1
C14orf2	694566	320	33	575043	125517	0	0	0	0	50	33	68780397	1	1
C14orf21	915114	220	38	4305525	1395282	0	0	0	0	48	31	56402864	1	1
C14orf37	285319	683	3	5326202	1542205	0	0	0	0	16	8	16700572	1	1
C14orf38	NaN	NaN	NaN	5837027	1349551	0	0	0	0	50	88	109706723	1	1
C14orf4	429724	206	52	5200685	1778644	0	0	0	0	17	12	20579923	1	1
C14orf43	535648	191	50	7066899	2209683	0	0	0	0	1	0	2834349	1	1
C14orf45	469337	158	45	3877405	892241	0	0	0	0	50	21	46164958	1	1
C14orf49	202508	475	32	6741917	1997569	0	0	0	0	28	17	42672861	1	1
C14orf50	662511	188	36	3086356	757967	0	0	0	0	50	30	61841934	1	1
C14orf68	412002	237	37	2072490	697641	0	0	0	0	14	5	16180017	1	1
C14orf73	956863	211	36	4861108	1592801	0	0	0	0	1	0	2040381	1	1
C14orf79	854493	205	30	2252495	648991	0	0	0	0	50	39	69841940	1	1
C14orf80	689089	298	41	2894675	1002190	0	0	0	0	50	50	57685278	1	1
C15orf17	764533	195	46	1356362	432985	0	0	0	0	50	33	58839256	1	1
C15orf2	179638	1121	-44	7553399	2578450	0	0	0	0	8	6	11416209	1	1
C15orf23	872646	184	42	2389688	599368	0	0	0	0	50	21	55628356	1	1
C15orf24	409752	384	1	1683290	497203	0	0	0	0	50	33	52667517	1	1
C15orf26	266324	650	22	2148384	572124	0	0	0	0	3	1	4520558	1	1
C15orf27	374349	405	22	3705184	1070300	0	0	0	0	50	41	59865771	1	1
C15orf29	431919	242	7	2241792	534177	0	0	0	0	50	45	66488982	1	1
C15orf32	288049	578	-30	1260035	330820	0	0	0	0	50	55	68860183	1	1
C15orf33	239848	385	-11	3777186	855267	0	0	0	0	21	11	26843124	1	1
C15orf38	969942	239	29	1591828	454391	0	0	0	0	50	49	55190506	1	1
C15orf41	74456	598	-16	2082220	515690	0	0	0	0	50	54	62294379	1	1
C15orf42	804572	319	27	13085877	3893946	0	0	0	0	7	3	12594512	1	1
C15orf43	706600	569	31	1633667	377524	0	0	0	0	50	47	69299006	1	1
C15orf44	552209	185	35	3671129	1002190	0	0	0	0	20	9	20588680	1	1
C15orf48	214586	299	16	627585	154707	0	0	0	0	50	20	47865762	1	1
C15orf52	872646	184	42	3679886	1127707	0	0	0	0	50	21	55628356	1	1
C15orf53	98316	561	20	1223061	370713	0	0	0	0	50	20	54738061	1	1
C15orf54	251181	384	-14	1263927	347361	0	0	0	0	50	21	49326235	1	1
C15orf55	542657	234	22	7582589	2409148	0	0	0	0	20	9	20316240	1	1
C15orf56	NaN	NaN	NaN	1039164	396984	0	0	0	0	50	88	108754156	1	1
C15orf57	892776	192	48	1390417	363902	0	0	0	0	50	33	66394601	1	1
C15orf58	876945	154	52	2542449	855267	0	0	0	0	50	43	65100511	1	1
C15orf59	313132	435	29	1970325	615909	0	0	0	0	50	33	62779906	1	1
C15orf60	294157	472	16	1870106	543907	0	0	0	0	50	42	57344728	1	1
C15orf61	NaN	NaN	NaN	1072246	328874	0	0	0	0	50	88	108686046	1	1
C15orf62	NaN	NaN	NaN	1151059	390173	0	0	0	0	50	88	108747345	1	1
C15orf63	784327	286	37	922404	251034	0	0	0	0	50	31	65219217	1	1
C16orf11	1115707	213	39	3666264	1366092	0	0	0	0	50	24	46380964	1	1
C16orf13	1115707	213	39	1704696	367794	0	0	0	0	50	24	46380964	1	1
C16orf3	NaN	NaN	NaN	782292	256872	0	0	0	0	50	88	108614044	1	1
C16orf42	1181253	215	38	2145465	665532	0	0	0	0	50	33	50876224	1	1
C16orf45	544403	200	30	1623937	401849	0	0	0	0	50	45	57288294	1	1
C16orf48	1111484	129	46	2354660	754075	0	0	0	0	50	37	56594545	1	1
C16orf5	751633	160	39	1439067	437850	0	0	0	0	50	38	47678946	1	1
C16orf52	NaN	NaN	NaN	1138410	356118	0	0	0	0	50	88	108713290	1	1
C16orf53	NaN	NaN	NaN	1726102	530285	0	0	0	0	50	88	108887457	1	1
C16orf55	1090549	219	38	985649	269521	0	0	0	0	50	22	45238662	1	1
C16orf57	856192	158	9	1884701	520555	0	0	0	0	50	28	52789142	1	1
C16orf59	2085452	321	49	2933595	977865	0	0	0	0	12	11	13984929	1	1
C16orf61	231500	284	4	607152	128436	0	0	0	0	50	28	59021207	1	1
C16orf62	340032	578	15	6972518	1825348	0	0	0	0	11	7	20703494	1	1
C16orf63	411695	191	34	1257116	327901	0	0	0	0	50	43	58635899	1	1
C16orf68	403747	542	-11	2841160	816347	0	0	0	0	50	44	54132855	1	1
C16orf7	1090549	219	38	4320120	1377768	0	0	0	0	50	22	45238662	1	1
C16orf73	1685537	214	37	3425933	859159	0	0	0	0	50	32	64382437	1	1
C16orf74	390985	250	38	575043	134274	0	0	0	0	50	34	51559270	1	1
C16orf75	663123	342	28	982730	330820	0	0	0	0	50	26	52505026	1	1
C16orf79	2179404	224	39	1567503	496230	0	0	0	0	50	40	53370996	1	1
C16orf80	898142	292	14	1387498	369740	0	0	0	0	50	49	52387293	1	1
C16orf87	469144	217	12	1121869	276332	0	0	1	0	2	2	1357335	1	1
C16orf88	320648	639	18	3219657	846510	0	0	0	0	50	33	71339387	1	1
C16orf90	805495	246	39	1238629	387254	0	0	0	0	50	28	60231619	1	1
C16orf92	NaN	NaN	NaN	1002190	244223	0	0	0	0	50	88	108601395	1	1
C16orf93	1632278	158	61	2107518	569205	0	0	0	0	50	29	64354220	1	1
C17orf100	663953	424	9	737534	295792	0	0	0	0	50	37	50028741	1	1
C17orf101	2598845	179	36	2655317	768670	0	0	0	0	50	19	55866741	1	1
C17orf102	222789	740	-3	1112139	376551	0	0	0	0	50	32	60712281	1	1
C17orf103	416965	517	-27	505960	171248	0	0	0	0	50	44	53946039	1	1
C17orf104	1297937	254	27	6669915	1757238	0	0	0	0	26	15	31393845	1	1
C17orf105	NaN	NaN	NaN	1216250	287035	0	0	0	0	50	88	108644207	1	1
C17orf106	NaN	NaN	NaN	866943	245196	0	0	0	0	50	88	108602368	1	1
C17orf107	NaN	NaN	NaN	1251278	444661	0	0	0	0	50	88	108801833	1	1
C17orf108	632198	535	-24	583800	143031	0	0	0	0	50	40	52057446	1	1
C17orf28	1045089	223	25	5492585	1626856	0	0	0	0	39	40	45715432	1	1
